0.05 -15.350206631099166
0.1 -8.430012875121081
0.15 -6.134061160415304
0.2 -4.995195057284721
0.25 -4.319146140599107
0.3 -3.874809755212944
0.35 -3.5630115281480026
0.4 -3.3341788643685155
0.45 -3.1604967625780507
0.5 -3.0250365125702188
0.55 -2.9169271258776197
0.6 -2.828818832151174
0.65 -2.755838538099536
0.7 -2.6947279852541994
0.75 -2.642959947754688
0.8 -2.5984803845441866
0.85 -2.5598900557232565
0.9 -2.526115083473804
0.95 -2.4963190760968055
1.0 -2.469842421751821
1.05 -2.4461592555933747
1.1 -2.424846283648642
1.15 -2.4055597808398557
1.2 -2.3880183604788523
1.25 -2.371989903232358
1.3 -2.357281535951088
1.35 -2.3437318789366186
1.4 -2.3312050004219533
1.45 -2.319585668525716
1.5 -2.308775597486959

